TAG,TEXT,LINK
<p>,"Thapar Institute of Engineering & Technology lays a lot of focus on the role of the industry in upgrading the course curriculum to bring it at par with the industry demands. Members from various corporate houses are part of Senate and various other bodies at Thapar Institute of Engineering & Technology. They are responsible for designing and planning the course curriculum followed at the institute.Thapar Institute of Engineering & Technology reviews its course structure every 4 years and changes it according to the current industry requirements. It has also designed various learning programmes basis the needs of the industry's current and future needs.","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"Read More...","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"Subscribe To our newsletter","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"+91-175-2393021","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"info@thapar.edu","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"admissions@thapar.edu","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"Applications queries +91-8882134828","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"technical_support@thapar.edu","http://thapar.edu/aboutus/newspage/oneindia-education-on-tietu-placements"
<p>,"ISCBC Conference-2021","http://thapar.edu/pages/eventall"
<p>,"INVITATION FOR UG 1st YEAR STUDENTS ONLINE ORIENTATION PROGRAM (14-20 SEP,2020)","http://thapar.edu/pages/eventall"
<p>,"Mental Health during and after COVID-19","http://thapar.edu/pages/eventall"
<p>,"Workshop on Data Analytics for Advanced Research using Multivariate Analysis","http://thapar.edu/pages/eventall"
<p>,"41st Meeting of Plant Tissue Culture Association of India and National Symposium","http://thapar.edu/pages/eventall"
<p>,"INTERNATIONAL CONFERENCE ON SELENIUM : NOVEMBER 21-23, 2019","http://thapar.edu/pages/eventall"
<p>,"Opportunity to work at University of Malta, Malta","http://thapar.edu/pages/eventall"
<p>,"Number Theory, Combinatorics and Special Functions","http://thapar.edu/pages/eventall"
<p>,"Auction Notice(April 2019)","http://thapar.edu/pages/eventall"
<p>,"SCI FEST 2019","http://thapar.edu/pages/eventall"
<p>,"Admissions for BE/BTech, ME/M.Tech & Ph.D","http://thapar.edu/pages/eventall"
<p>,"International Conference on food security challenges & opportunities","http://thapar.edu/pages/eventall"
<p>,"Workshop on Sustainability Through Technical Intervention (STTI-2018)","http://thapar.edu/pages/eventall"
<p>,"Frosh InfoBot 2018","http://thapar.edu/pages/eventall"
<p>,"Notice Regarding Completion of Room Allotment by 30th July","http://thapar.edu/pages/eventall"
<p>,"NATIONAL CONFERENCE ON INCLUSIVE EDUCATION AND TECHNOLOGIES","http://thapar.edu/pages/eventall"
<p>,"SIX WEEK SUMMER SKILLING PROGRAMME from 1st june to 13th july","http://thapar.edu/pages/eventall"
<p>,"Hostel Allotment Closure Notice","http://thapar.edu/pages/eventall"
<p>,"Faculty Development Programme","http://thapar.edu/pages/eventall"
<p>,"Notice for 32nd Convocation.","http://thapar.edu/pages/eventall"
<p>,"Showcase of bicycle project","http://thapar.edu/pages/eventall"
<p>,"Colloquium BIOPOSIUM Event","http://thapar.edu/pages/eventall"
<p>,"Pharmacovigilance One Day Workshop","http://thapar.edu/pages/eventall"
<p>,"SARAS MELA","http://thapar.edu/pages/eventall"
<p>,"AUXILIARY EXAMINATION, FEBRUARY 2018","http://thapar.edu/pages/eventall"
<p>,"Showing 1 to 25 of 497 entries","http://thapar.edu/pages/eventall"
<p>,"","http://thapar.edu/pages/eventall"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/eventall"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/eventall"
<p>,"","http://thapar.edu/pages/eventall"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/eventall"
<p>,"","http://thapar.edu/pages/eventall"
<p>,"+91-175-2393021","http://thapar.edu/pages/eventall"
<p>,"info@thapar.edu","http://thapar.edu/pages/eventall"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/eventall"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/eventall"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/eventall"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/eventall"
<p>,"From 10:45 AM Wednesday, 10 February 2021 To 10:45 AM Friday, 12 February 2021","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"27th Indian Society of Chemists and Biologists international Conference (ISCBC-2021): Futuristic Directions in Chemistry and Biology","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/iscbc-conference-20213"
<p>,"From 08:23 PM Monday, 14 September 2020 To 08:23 PM Sunday, 20 September 2020","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/invitation-for-ug-1st-year-students-online-orientation-program-14-20-s"
<p>,"From 06:47 PM Monday, 6 April 2020 To 06:47 PM Tuesday, 14 April 2020","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Dear Students and Faculty","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"During the period of national lockdown, it is important to address any kind of mental health and psychosocial concerns.","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"In this regard, Ministry of Health & Family Welfare (https://www.mohfw.gov.in/) has shared the following links:","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"·Practical tips to take care of your Mental Health during the Stay In","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"https://www.youtube.com/watch?v=uHB3WJsLJ8s","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"·Minding our minds during the COVID-19 https://www.mohfw.gov.in/pdf/MindingourmindsduringCoronaeditedat.pdf","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"·Various Health Experts on how to manage Mental health & Well Being during COVlD-19 outbreak","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"https://www.youtube.com/watch?v=iuKhtSehp24&feature=youtu.be","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"·Behavioural Health: Pschyo-Social toll free helpline - 0804611007","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Request you to view and follow the tips mentioned in the above links.","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Handbook","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Stay Indoors, Stay safe and stay healthy","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/during-and-after-covid-193"
<p>,"From 09:00 AM Thursday, 26 March 2020 To 09:00 AM Saturday, 28 March 2020","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Workshop on Data Analytics for Advanced Research using Multivariate Analysis","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Click Here to view the details","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/workshop-on-data-analytics-for-advanced-research-using-multivariate-an"
<p>,"From 04:47 PM Friday, 8 November 2019 To 04:47 PM Saturday, 8 February 2020","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"41st Meeting of Plant Tissue Culture Association of India and National Symposium on Trends in Plant Biotechnology & Agriculture" during 6-8 February 2020","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"Click Here to view the details","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/41st-meeting-of-plant-tissue-culture-association-of-india-and-national"
<p>,"From 04:56 PM Thursday, 21 November 2019 To 04:56 PM Saturday, 23 November 2019","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/call-for-quotations-event-management-int-l-conference-on-selenium-nov-"
<p>,"From 09:51 AM Friday, 8 November 2019 To 09:51 AM Monday, 18 November 2019","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Download Notice Here","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/opportunity-to-work-at-university-of-malta-malta3"
<p>,"Technology is the biggest enabler in the current scenario. At Thapar Institute of Engineering & Technology, we aim to nurture technically adept, socially responsible engineers who will evolve into innovators and entrepreneurs capable of delivering outstanding solutions. Our innovative and cutting-edge BE programmes have been specially designed for all such aspiring minds who wish to bring an exceptional difference in the world.","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"Technology is the biggest enabler in the current scenario. At Thapar Institute of Engineering & Technology, we aim to nurture technically adept, socially responsible engineers who will evolve into innovators and entrepreneurs capable of delivering outstanding solutions. Our innovative and cutting-edge ME programmes have been specially designed for all such aspiring minds who wish to bring an exceptional difference in the world.","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"Technology is the biggest enabler in the current scenario. At Thapar Institute of Engineering & Technology, we aim to nurture technically adept, socially responsible engineers who will evolve into innovators and entrepreneurs capable of delivering outstanding solutions. Our innovative and cutting-edge PhD programmes have been specially designed for all such aspiring minds who wish to bring an exceptional difference in the world.","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"Great job can only come from great partnerships. Here are just a few of our amazing recruiters.","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"Ranked 20th amongst the top 100 engineering institutions of India, Thapar Institute of Engineering & Technology is the epitome of futuristic learning and development in areas of engineering, technology and management. Our undergraduate and postgraduate programmes are based on the latest, industry-relevant pedagogies, with a strong emphasis on research. We also collaborate with prominent foreign universities for valuable learning and exchange programmes.","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"Timings: 9 AM to 6 PM, Monday to Saturday","http://thapar.edu/upload/files/Circular_Nov_07_19.pdf"
<p>,"From 02:33 PM Friday, 11 October 2019 To 02:33 PM Saturday, 12 October 2019","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Event: Conference on “Number Theory, Combinatorics and Special Functions”","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Dates: October 11-12, 2019","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Organizers: Dr. Meenakshi Rana, Dr. Jatinderdeep Kaur , School of Mathematics, TIET Patiala","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Kindly refer to http://www.ntcsf2019.thapar.edu for more details","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/number-theory-combinatorics-and-special-functions3"
<p>,"From 05:13 PM Friday, 12 April 2019 To 05:13 PM Wednesday, 17 April 2019","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/auction-notice-april-2019-3"
<p>,"From 02:31 PM Thursday, 14 February 2019 To 02:31 PM Thursday, 21 February 2019","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"Download Brochure here","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/sci-fest-20193"
<p>,"From 05:20 PM Tuesday, 11 December 2018 To 05:20 PM Friday, 14 December 2018","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"Admissions for BE/BTech, ME/M.Tech & Ph.D","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/admissions-for-be-btech-me-m-tech-ph-d3"
<p>,"From 09:36 AM Friday, 7 December 2018 To 09:36 AM Saturday, 8 December 2018","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"International Conference on food security challenges & opportunities","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"Click here to view the brochure.","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"For Registration : www.icfsthapar.in","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"Thapar Institute of Engineering & Technology combines experience with new-age implementation.","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"Subscribe To our newsletter","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"P.O. Box 32, Bhadson Road, Patiala, Punjab, Pin -147004, India","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"+91-175-2393021","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"info@thapar.edu","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"Admission Helpline +91-8882134828","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"admissions@thapar.edu","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"Applications queries +91-8882134828","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"technical_support@thapar.edu","http://thapar.edu/pages/event/international-conference-on-food-security-challenges-opportunities3"
<p>,"From 11:42 AM Friday, 28 September 2018 To 11:42 AM Wednesday, 31 October 2018","http://thapar.edu/pages/event/workshop-on-sustainability-through-technical-intervention-stti-2018-3"
<p>,"Workshop on Sustainability Through Technical Intervention (STTI-2018) @ SEE","http://thapar.edu/pages/event/workshop-on-sustainability-through-technical-intervention-stti-2018-3"
<p>,"","http://thapar.edu/pages/event/workshop-on-sustainability-through-technical-intervention-stti-2018-3"
